Transaction ID,Date,Member Name,Department,Event Type,Region,Amount,Discount,Quantity,Total,Payment Method
CHC40323,2023/10/26,MEMBER_0497,Outreach,Building Fund,  West  ,8253.76,0,3,24761.28,Cash
CHC40459,28 May 2023,Member_0356,Outreach,Sunday Service,North,411.04,0,4,1644.17,BANK TRANSFER
CHC40059,invalid,Member_0252,Youth Ministry,,East,189.46,0,2,378.91,Bank Transfer
CHC40310,02/08/2024,,Outreach,Midweek Service,West,408.25,0,1,-408.25387239105305,Bank Transfer
CHC40092,"September 08, 2022",Member_0334,Youth Ministry,CONFERENCE,East,824.49,0,2,1648.97,Bank Transfer
CHC40427,03/17/24,Member_0446,Children's Church,Building Fund,,,0,1,,Cash
CHC40294,"November 17, 2022",Member_0355,Music Ministry,Outreach,North,534.78,0,1,534.78,Cash
CHC40058,12/17/2022,Member_0450,Main Sanctuary,Conference,Central,1498.77,0,2,2997.55,Cheque
CHC40555,07/15/2022,Member_0543,Music Ministry,Conference,East,2464.02,0,N/A,7392.07,Mobile Money
CHC40312,16-03-2023,  Member_0276  ,Children's Church,Special Program,North,3498.15,0,4,13992.58,Bank Transfer
CHC40005,2022-10-17,Member_0458,children's church,Special Program,Central,3880.27,0,3,11640.81,Cheque
CHC40303,06/28/2023,Member_0360,Main Sanctuary,Special Program,West,1119.56,0,1,1119.56,MOBILE MONEY
CHC40067,03/15/2022,Member_0283,Youth Ministry,SPECIAL PROGRAM,Central,4276.3,0,4,17105.21,Cash
CHC40098,10/25/22,Member_0084,Outreach,Building Fund,Central, 2323.963516990803 ,0,1,2323.96,Cash
CHC40448,08-06-2024,Member_0550,Youth Ministry,Conference,East,1985.52,0,2,3971.04,Cash
CHC40342,invalid,Member_0409,,Special Program,Central,4318.09,0,2, 8636.177853372394 ,Cash
CHC40590,2024-06-04,Member_0589,Outreach,Conference,east,1133.56,0,2,2267.12,Mobile Money
CHC40223,01/28/24,Member_0146,Children's Church,Special Program,North,1309.34,0,3,3928.01,
CHC40384,02/12/2022,Member_0328,Youth Ministry,Midweek Service,South,69.26,0,1,69.26,Cheque
CHC40513,N/A,Member_0257,outreach,Midweek Service,Central,371.03,0,2,742.05,Bank Transfer
CHC40281,"July 13, 2022", Member_0414,Music Ministry,Midweek Service,West,255.78,0,4,1023.13,Mobile Money
CHC40262,11 Dec 2022,,outreach,outreach,East,621.18,0,-2,1242.35,Bank Transfer
CHC40121,"May 15, 2022",Member_0585,Administration,Conference,North,1441.22,0,4,5764.88,Cheque
CHC40418,"July 30, 2023",  Member_0308  ,Administration,Sunday Service,South,335.99,0,TBD,-1007.9830528667492,Bank Transfer
CHC40288,02/06/2023,Member_0407,Outreach,Outreach,North,891.7,0,3,2675.09,Cash
CHC40254,25-05-2023,Member_0526,Outreach,Outreach,West,815.53,0,3,2446.6,Mobile Money
CHC40256,2022/10/29,Member_0436,Administration,Conference,Central,1620.93,0,1,1620.93,Mobile Money
CHC40336,"June 21, 2024",MEMBER_0362,  Music Ministry  ,Special Program,,4378.84,0,3,13136.51,Cash
CHC40502,19 Jun 2022,Member_0379,Main Sanctuary,Sunday Service,Central,223.95,0,N/A,895.82,Mobile Money
CHC40069,2022-11-13,MEMBER_0411,Youth Ministry,Conference,North,2834.77,0,2,5669.54,Cheque
CHC40520,"April 05, 2022",Member_0587,Children's Church,CONFERENCE,North,1943.73,0,3,5831.19,Cash
CHC40539,2024-07-24,Member_0330,N/A,Special Program,West,2860.99,0,3,8582.97,Mobile Money
CHC40006,30 May 2023,Member_0543,,Outreach,,620.05,0,2,1240.1,  Cash  
CHC40204,"January 23, 2022",Member_0390,Administration,Building Fund,Central,4158.93,0,3,12476.78,Cash
CHC40148,2024/11/13,Member_0370,Administration,Special Program,Central,194.01,0,3,582.04,Cash
CHC40222,2022/10/05,Member_0032,Outreach,Special Program,Central,4281.28,0,3,12843.85,Bank Transfer
CHC40174,07 Mar 2023,Member_0269,Children's Church,Building Fund,East,9663.12,0,4,38652.5,Bank Transfer
CHC40042,03/18/2023,Member_0299,Youth Ministry,Conference,North,470.09,0,1,470.09,bank transfer
CHC40125,07-05-2024,,outreach, Midweek Service,South,12.09,,2.0,24.17,Cheque
CHC40167,11/17/24,Member_0237,Main Sanctuary,Building Fund,West,7292.49,0,1,7292.49,Cheque
CHC40412,13 Sep 2023,Member_0105,Administration,Building Fund,North,5443.37,$0.00,3,16330.1,Mobile Money
CHC40141,06/21/2022,Member_0586,ADMINISTRATION,Midweek Service,Central,57.0,$0.00,3,171.0,Mobile Money
CHC40232,2023/01/31,Member_0535,Children's Church,Outreach, West,861.57,0,1.0,861.57,Cheque
CHC40268,"April 11, 2022",Member_0585,Children's Church,  Outreach  ,west,724.13,0,4,2896.53,Bank Transfer
CHC40485,02/13/22,Member_0292,Main Sanctuary,None,East,279.42,0,3,838.27,Bank Transfer
CHC40491,"October 17, 2023",Member_0111,  Administration  ,Special Program,Central,4431.83,0,4,17727.31,Bank Transfer
CHC40228,07/31/24,Member_0081,Administration,Conference,South,629.02,0,3,1887.06,Cash
CHC40053,2023-03-31,Member_0112,Main Sanctuary,Special Program,South,4259.84,0,4,17039,Mobile Money
CHC40442,15-09-2024,Member_0031,Main Sanctuary,Sunday Service,East,137,0,4,549.74,cheque
CHC40515,06/13/2024,Member_0074,Youth Ministry,Special Program,East,"$1,899.85",0,4,7599.41,Cheque
CHC40366,2024/03/23,Member_0565,Children's Church,Special Program,Central,1906.15,0,2,3812.29,  Cheque  
CHC40566,TBD,Member_0536,Music Ministry,Midweek Service,North,384.18,0,,768.36,  Cash  
CHC40005,2022-10-17,Member_0458,children's church,Special Program,Central,3880.27,0,3,11640.81,Cheque
CHC40033,10-06-2023,Member_0279,Administration,Sunday Service,West,422.51,0,3,1267.52,Mobile Money
CHC40170,23 Jan 2022,MEMBER_0322,Administration,outreach,West,712.46,0,2,1424.91,Cheque
CHC40571,03/13/2024,Member_0086,Children's Church,TBD,North,2823.89,0,1,2823.89,Cheque
CHC40376,2022-04-20,Member_0092,Main Sanctuary,Special Program,East,2879.48,0,1,2879.48,CHEQUE
CHC40554,19-11-2023,Member_0556,Outreach,outreach,North,452.79,0,2,905.58,Mobile Money
CHC40588,18 Aug 2024,Member_0135,Children's Church,SUNDAY SERVICE, North,177.74,0,4,710.96,Cheque
CHC40228,07/31/24,Member_0081,Administration,Conference,South,629.02,0,3,1887.06,Cash
CHC40022,09/27/2022,Member_0426,administration,Midweek Service,Central,247.35,0,1,,Bank Transfer
CHC40411,"August 13, 2024",,Main Sanctuary,Conference,  East  ,2009.7,0,4,8039,Cheque
CHC40337,02/06/2024,Member_0113,Youth Ministry,Building Fund,West,3146.86,0,4,12587.42,Cash
CHC40467,2024/10/03,Member_0323,Youth Ministry,MIDWEEK SERVICE,Central,302.27,0,4,1209.09,Mobile Money
CHC40508,24 Jul 2022,Member_0032,Administration,conference,West,2385.82,0,4,9543.28,Cash
CHC40562,2024/11/19,,Administration,Special Program,,1540.36,0,3,4621.08,cheque
CHC40144,invalid,Member_0192,Main Sanctuary,  Outreach  ,None,962.54,0,2, 1925.0730505644008 ,Cash
CHC40130,10/01/2024, Member_0369,Outreach,,Central,2443.98,0,2,4887.96,Mobile Money
CHC40184,2024-08-27,Member_0134,Outreach,Conference,West,711.15,0,2,1422.31,Mobile Money
CHC40299,,Member_0196,music ministry,Sunday Service,North,128.72,0,4,514.9,Cash
CHC40341,06/17/2023,Member_0464,MAIN SANCTUARY,Conference, Central,385.91,0,3,1157.72,  Cash  
CHC40172,12/09/2022,  Member_0334  ,Music Ministry,Outreach,South,332.81,0,3,998.43,Bank Transfer
CHC40330,12/11/22,Member_0395,Administration,null,North,52.02,0,4,208.09,Cash
CHC40476,TBD,Member_0084,Youth Ministry,Midweek Service,Central,448.06,0,3,1344.18,Cash
CHC40129,12/20/2024,Member_0354,Music Ministry,Outreach,West, 522.1210806522224 ,0,4,2088.48,Bank Transfer
CHC40134,N/A,Member_0374,Youth Ministry,Sunday Service,South,113.62,0,3,340.87,  -  
CHC40461,2022/01/16,Member_0571,Music Ministry,Conference,South,961.68,,2,1923.37,Mobile Money
CHC40322,22-02-2023,Member_0235,Outreach,Outreach,Central,437.55,0,3,1312.66,Bank Transfer
CHC40456,"May 17, 2022",Member_0551,Youth Ministry,Outreach,East,698.06,0,4,2792.24,Cash
CHC40473,11/20/24,Member_0459,Children's Church,Building Fund,West,986.61,0,,"$3,946.45",Cash
CHC40417,08/17/22,Member_0400,Main Sanctuary,  Conference  ,East,,0,2,4377.47,Mobile Money
CHC40595,"November 19, 2023",Member_0187,Youth Ministry,Building Fund,North,5190.23,0,4,20760.93,Cheque
CHC40158,08-02-2023,member_0442,Main Sanctuary,Sunday Service,South,318.67,0,1,318.67,Bank Transfer
CHC40166,2022/02/17,Member_0033,Main Sanctuary,Conference,West,2169.2,0,2,4338.41,Cash
CHC40269,09/24/2024,None,Music Ministry,Conference,Central,2490.88,0,1,2490.88,Bank Transfer
CHC40097,"June 11, 2024",Member_0291,Youth Ministry,Building Fund,  West  ,,$0.00,3,8597.45,cheque
CHC40175,2024/02/01,Member_0294,Outreach,Outreach,South,971.17,0,2,1942.34,Mobile Money
CHC40317,06/17/2022,Member_0051,Music Ministry,Midweek Service,Central,321.25,0,3.0,,Bank Transfer
CHC40370,2024/11/15,TBD,Outreach,midweek service,East,,0,4,1220.12,Mobile Money
CHC40126,"January 07, 2022",Member_0288,Children's Church,Midweek Service,West,349.19,0,3,1047.56,Bank Transfer
CHC40556,03/11/24,Member_0567,Outreach,conference,  East  ,2584.24,0,3,7752.71,
CHC40543,2023-10-25,Member_0181,Outreach,Building Fund,East,6211.79,$0.00,2,12423.59,Cash
CHC40189,2023-06-06,Member_0188,Music Ministry, Building Fund,East,4135.09,0,2,8270.17,
CHC40515,06/13/2024,Member_0074,Youth Ministry,Special Program,East,"$1,899.85",0,4,7599.41,Cheque
CHC40509,2024/08/08,Member_0329,Music Ministry, Midweek Service,Central,328.75,0,2,657.51,null
CHC40311,06/10/2022,Member_0349,Children's Church, Conference,Central,679.86,0,2,1359.72,Mobile Money
CHC40018,15 Jul 2024,  Member_0276  ,Administration,Conference,Central,1941.82,0,1,1941.82,BANK TRANSFER
CHC40234,2023-06-27,Member_0142,Youth Ministry,Building Fund,,6218.31,0,1,6218.31,Cash
CHC40236,N/A,Member_0284,Administration,Building Fund,South,990.79,0,2,1981.57,
CHC40487,03/17/23,Member_0048,Main Sanctuary,Special Program,West,3231.24,0,4,12924.97,Cheque
CHC40145,"December 17, 2024",Member_0432,Outreach,  Conference  ,East,,0,3,764.37,Cheque
CHC40219,11/25/2024,Member_0097,  Administration  ,Sunday Service,Central,495.03,0,1,495.03,
CHC40477,"June 28, 2022",Member_0581,,Special Program,Central,2291.8,N/A,3,6875.41,Bank Transfer
CHC40235,27 Dec 2024,Member_0395,Outreach,Midweek Service,North,140.1,0,1,140.1,Cheque
CHC40548,2022/09/10,Member_0009,Youth Ministry,Building Fund,None,4294.83,0,3,12884.48,Bank Transfer
CHC40248,08 Nov 2023,Member_0032,Children's Church,Building Fund,West,7870.89,0,2,15741.78,Cash
CHC40008,08/14/24,Member_0440,Outreach,Sunday Service,South,400.41,0,2,800.82,Mobile Money
CHC40004,12/17/2022,Member_0571,Children's Church,Building Fund,  North  ,3139.49, 0 ,4,12557.97,Mobile Money
CHC40301,2023-11-13,Member_0056,Children's Church,Midweek Service,East,,0,3.0,783.42,Cheque
CHC40012,"February 13, 2024",Member_0512,Main Sanctuary,Conference,East,108.06,,2,216.11,Bank Transfer
CHC40259,21 Nov 2022,,Youth Ministry,Sunday Service,Central,311.1,0,1,311.1,Mobile Money
CHC40522,26 Apr 2022,Member_0461, Outreach,Building Fund,South,3664.29,0,4,14657.15,Cash
CHC40582,2024/06/08,Member_0097,Music Ministry,Sunday Service,East,136.08,0,4,544.32,Cash
CHC40241,2022/02/19,Member_0057,Children's Church,Outreach,West,,0,3,2923.39,Cheque
CHC40260,03/04/2023,Member_0224,Outreach,Building Fund,East,2348.53,0,1,"$2,348.53",Mobile Money
CHC40553,03/27/2022,Member_0527,Main Sanctuary,Sunday Service,N/A,133.99,0,3,-401.96597182307124,Mobile Money
CHC40073,2022/12/22,Member_0480,Music Ministry,Conference,Central,-2332.2840334731336,0,2,4664.57,Mobile Money
CHC40155,2024/04/29,Member_0145,Music Ministry,Sunday Service,East,11.83,0,4,47.31,Cheque
CHC40021,2024/01/18,Member_0103,Outreach,Building Fund,South,4352.9,0,3,13058.7,Mobile Money
CHC40108,2023-07-18,Member_0252,Outreach,Building Fund,North,738.7,0,1,738.7,Cash
CHC40038,03/31/22,Member_0305,Outreach,Midweek Service,,122.5,0,4,489.98,Cheque
CHC40423,,Member_0534,Children's Church,Conference,Central,2778.64,0,4,11114.55,Bank Transfer
CHC40231,01/01/2022,Member_0361,,Special Program,  Central  ,259.79,0,3,,Cheque
CHC40570,"April 12, 2024",Member_0368,Youth Ministry,Special Program,West,4618,0,1,4618.14,Cash
CHC40092,"September 08, 2022",Member_0334,Youth Ministry,CONFERENCE,East,824.49,0,2,1648.97,Bank Transfer
CHC40242,2023/01/02,Member_0575,,Midweek Service,north,20.65,0,1,20.65,Cheque
CHC40266,2024-10-07,Member_0388,Children's Church,Conference,North,2929.99,0,3,8789.97,Bank Transfer
CHC40277,2023/09/03,Member_0112,Children's Church,Sunday Service,West,129.83,0,-3,389.49,Cheque
CHC40291,08/08/24,Member_0445,Administration,Outreach,,460.92,0,3,1382.76,Bank Transfer
CHC40527,2023/11/20,Member_0399,Main Sanctuary,Outreach, West,938.27,0,3,2814.8,Bank Transfer
CHC40237,2023/02/06,Member_0367,Youth Ministry,Conference,West,613.01,0,4,2452.03,Mobile Money
CHC40546,19 Oct 2022,Member_0472,Music Ministry,Unknown,Central,929.44,0,2,1858.88,Mobile Money
CHC40583,02/13/24,Member_0313,Youth Ministry,Sunday Service,  South  ,164.81,0,2,329.61,Mobile Money
CHC40438,2023/08/04,Member_0097,Main Sanctuary,Outreach,West,74.05,0,3,222.16,Cheque
CHC40119,04/06/2023,Member_0281,Administration,Building Fund,Central,9345,0,4,37380.39,MOBILE MONEY
CHC40247,2022-06-08,  Member_0198  ,Outreach,Conference,South,2354.91,0,4,9419.65,Cheque
CHC40563,2023-11-17,Member_0311,,Conference,West,1505.35,0,4,6021.4,
CHC40542,2023/06/13,Member_0027,  Main Sanctuary  ,Building Fund,West,1264.37,0,1,1264.37,Cheque
CHC40086,"January 12, 2024",Member_0502,Main Sanctuary,MIDWEEK SERVICE,  North  ,61.7,0,3,185.1,Bank Transfer
CHC40305,2024-13-45,Member_0098,Youth Ministry,Midweek Service,South,327.08,0,3,981.25, Bank Transfer
CHC40265,01/19/23,Member_0073,Music Ministry,midweek service,North,343.82,0,4,1375.27,Cash
CHC40362,2024-13-45,Member_0156,Youth Ministry,TBD,North,260.15,0,2,N/A,Cheque
CHC40466,"September 15, 2023",Member_0073,Music Ministry,Midweek Service,North,209.48,0,3,628.43,Mobile Money
CHC40347,22 Jan 2024,Member_0492,Main Sanctuary,Building Fund,East,1536.1,0,2,3072.2,N/A
CHC40047,30 Aug 2024,Member_0243,Music Ministry,Outreach,North,361.84,0,3,"$1,085.51",Cheque
CHC40127,"February 17, 2023",Member_0156,  Outreach  ,Building Fund,TBD,2681.72,0,4,10726.88,Cheque
CHC40169,08/16/2024,Member_0313,Main Sanctuary,Midweek Service,Central,35.69,0,3,107.06,Cash
CHC40401,04 Sep 2022,Member_0273,Main Sanctuary,Building Fund,South,9717.25,0,2,19434.49,Bank Transfer
CHC40488,"September 23, 2022",Member_0133,  Main Sanctuary  ,Special Program,North,3005.43,0,1,,  -  
CHC40131,08/07/2024,Member_0158,Administration,Outreach,North,730.21,0,1,730.21,Cheque
CHC40275,09/20/22,Member_0399,YOUTH MINISTRY,Midweek Service,East,478.96,N/A,1,478.96,Mobile Money
CHC40547,04/21/2022,Member_0583,Music Ministry,Special Program,South,4806.07,0,4,19224,Bank Transfer
CHC40296,21-11-2022,Member_0542,Outreach,Conference,West,1515.17,0,null,1515.17,Cheque
CHC40536,04/28/24,N/A,Outreach, Outreach,,190.69,0,4,762.77,Cheque
CHC40327,01/10/22,Member_0254,Youth Ministry,Outreach,South,555.88,0,1,555.88,Cash
CHC40116,05/16/2022,null,Outreach,Building Fund,North,5848.54,0,3,17545.61,Mobile Money
CHC40364,08/25/2022,Member_0093,Children's Church,  Conference  ,South,637.33,0,3,1912.0,Cheque
CHC40156,"December 23, 2023",Member_0047,Youth Ministry,Conference,South,1334.12, 0 ,3,4002.37,Cheque
CHC40045,2023-03-08,Member_0093,Outreach,Outreach,east,591.25,0,-1, 591.2488779123053 ,  Cash  
CHC40297,01-01-2023,Member_0012,Music Ministry,Building Fund,NORTH,7020.16,0,4,28080.62,Cheque
CHC40402,12/23/2023,Member_0309,Administration,Conference,East,417.84,0,3,1253.52,Cheque
CHC40392,2022/08/26,Member_0461,Music Ministry,  Special Program  ,  North  ,3302.25,0,4,13209.01,Cheque
CHC40010,26-12-2022,Member_0428,Outreach,Conference,East,2553.32,0,4,10213.27,Cheque
CHC40541,30-05-2024,Member_0134, Youth Ministry,Midweek Service,South,16.73, 0 ,2,33.45,Cheque
CHC40429,2022/10/30,Member_0303,Youth Ministry,Building Fund, South,4965.36, 0 ,4,19861.44,Cheque
CHC40587,09 Apr 2023,,Music Ministry,Outreach,East,435.24,0,3,1305.72,Cheque
CHC40007,2023/12/01,Member_0459,Children's Church,midweek service,West,$455.46,$0.00,4,1821.84,Bank Transfer
CHC40106,2022-06-28,Member_0435,Music Ministry, Midweek Service,Central,324.19,0,2,648.38,Cash
CHC40274,2022-04-14,Member_0020,OUTREACH,Conference,Central,2996.2,0,4,11984.8,Bank Transfer
CHC40009,12/19/23,  Member_0164  ,Youth Ministry,Building Fund,TBD,6301.12,$0.00,3,18903.36,Bank Transfer
CHC40050,2023/04/01,Member_0079,Main Sanctuary,Conference,Central,"$1,076.33",0,3,3229.0,Mobile Money
CHC40083,"July 27, 2024",Member_0570,Outreach,Midweek Service,East,329.33,,3,987.99,
CHC40214,10/31/2023,Member_0369,Outreach,Building Fund,West,3479.1,$0.00,3,10437.31,Mobile Money
CHC40011,04/18/22,Member_0476,Outreach,Sunday Service,  East  ,167.56,0,4,-670.2515616306554,Mobile Money
CHC40403,2023/08/18,Member_0411, Outreach,OUTREACH,West,513.89,0,1,513.89,Cash
CHC40020,02/24/23,Member_0379,Music Ministry,Special Program,West,641.18,0,1,641.18,CHEQUE
CHC40041,01/05/22,Member_0262,Administration,Sunday Service,East,253.49,0,2,506.98,Cash
CHC40150,04/12/2023,member_0083,Administration, Special Program,West,-2510.595303048709,0,3,7531.79,Cash
CHC40191,,Member_0562,Main Sanctuary,Conference,West,1559.03,0,2,3118.06,
CHC40075,25-05-2023,Member_0341,Youth Ministry,Outreach,South,188.76,0,2,377.51,Mobile Money
CHC40154,2024/11/30,Member_0118,Administration,Building Fund,East,9213.5,0,3,27640.5,Cash
CHC40028,"November 29, 2023",,Administration,Sunday Service,South,403,N/A,2,805.19,Bank Transfer
CHC40580,14 Feb 2022,Member_0409,,Sunday Service,North,38.01,0,3,114.04,Cash
CHC40419,12 Nov 2024,Member_0416,Outreach,Sunday Service,North,50.18,0,4,200.74,Mobile Money
CHC40457,10/20/2024,Member_0263,Youth Ministry,Special Program,North,4515.3,,1,4515.3,cheque
CHC40244,"August 25, 2023",Member_0290,Administration,Special Program,Central,1062.3,0,2,2124.61,Mobile Money
CHC40561,2024/11/08,Member_0267,,Midweek Service,West,78.55,0,3,235.66,Cash
CHC40198,07 May 2023,Member_0227,Main Sanctuary,Conference,West,1130.33,0,4,4521.32,Cash
CHC40048,"June 09, 2022",Member_0163,Youth Ministry,Sunday Service,South, 463.682752224916 ,0,1,463.68,Bank Transfer
CHC40251,01-10-2022,Member_0396,Children's Church,Midweek Service,Central,100.15,0,3,300.45,mobile money
CHC40197,10/05/2022,Member_0143,Administration,Special Program,East,1657.87,0,2,3315.73,Mobile Money
CHC40471,16 Jan 2024,MEMBER_0444,Children's Church,Sunday Service,South,177.65,0,4,710.6,Cheque
CHC40371,09/22/23,Member_0107,Administration,Conference,Central,1615.87,0,1,"$1,615.87",Cheque
CHC40481,2024/11/27,Member_0547,Administration,midweek service,West,196.96,0,1,196.96,Cheque
CHC40592,2023-02-13,Member_0579,Outreach,Midweek Service,Central,$195.85,0,unknown,391.7,Cheque
CHC40093,"August 19, 2023",Member_0297,Children's Church,Outreach,,955.66,0,1,955.66,Cheque
CHC40027,18-09-2023,Member_0532,Administration,Outreach,Central,939.47,0,2,1878.94,Mobile Money
CHC40492,04 Dec 2023,Member_0536,Youth Ministry,Midweek Service,North,-,0,4,164.45,Cash
CHC40528,"May 14, 2022",Member_0095,Music Ministry,Building Fund,North,4880.74,0,1,4880.74,Mobile Money
CHC40333,invalid,Member_0572,Administration,Conference,NORTH,1599.91,0,1,1599.91,Cash
CHC40044,"June 03, 2024",TBD,Main Sanctuary,Sunday Service,South,456.25,0,2,912.5,Cash
CHC40074,23 Jan 2023,Member_0031,Youth Ministry,Building Fund,South,3192.47,0,3,9577.41,Bank Transfer
CHC40545,13-06-2023,  Member_0593  ,Main Sanctuary,Midweek Service,West,119.28,0,4,477.14,Cheque
CHC40496,03/09/2024,  Member_0109  ,Music Ministry,Special Program,Central,764.48,0,1,764.48,Cheque
CHC40036,"May 02, 2023",Member_0101,Music Ministry,Sunday Service,West,243.07,0,3,729.22,Bank Transfer
CHC40426,"March 08, 2023",Member_0534,Youth Ministry,MIDWEEK SERVICE,Central,247.58,0,3,742.73,Bank Transfer
CHC40455,2023/05/30,Member_0210,Main Sanctuary,Outreach,North,620.9,0,1,620.9,Cash
CHC40493,16-10-2024,Member_0451,MAIN SANCTUARY,Midweek Service,East,,0,2,164.96,Mobile Money
CHC40460,17-09-2022,Member_0182,Youth Ministry,Sunday Service,East,217.54,0,4,870.17,Cash
CHC40037,11/07/2022,member_0264,Children's Church,Conference,North,2239.66,0,3,6719,Mobile Money
CHC40465,10-09-2023,Member_0216,Main Sanctuary, Building Fund,East,8309.86,0,4,33239.46,Mobile Money
CHC40415,08 Aug 2023,Member_0584,Children's Church,Midweek Service,North,479.8,0,2,959.59,Cheque
CHC40518,09/17/22,Member_0063,Children's Church,Midweek Service,West,107.71,0,2,215.42,Bank Transfer
CHC40388,03/24/23,Member_0260,Children's Church,Midweek Service,West,332.24,0,-4,1328.95,Cash
CHC40276,03 Apr 2023, Member_0565,Youth Ministry,Sunday Service,Central,474.0,0,2,,Bank Transfer
CHC40316,0000-00-00,Member_0515,Outreach,Outreach,South,858.23,0,2, 1716.453470082977 ,Mobile Money
CHC40480,2022-12-26,Member_0153,Outreach,Conference,South,unknown,0,3,2758.43,Cheque
CHC40488,"September 23, 2022",Member_0133,  Main Sanctuary  ,Special Program,North,3005.43,0,1,,  -  
CHC40382,2023-10-31,Member_0355,Music Ministry,Conference,North,1838.45,0,3,5515.36,Bank Transfer
CHC40524,17-02-2023,Member_0237,YOUTH MINISTRY,Conference,North,2511.96,$0.00,2,5023.92,Cash
CHC40574,05/28/2022,Member_0552,Administration,Midweek Service, North,246.51,0,3,739.54,Cheque
CHC40135,06 Nov 2024,Member_0364,,Midweek Service,Central,280.85,0,3,842.55,Mobile Money
CHC40538,2024-13-45,Member_0122,Music Ministry,  Building Fund  ,West,7354.56,0,3,22063.69,Bank Transfer
CHC40001,13 Jul 2024,Member_0190,Youth Ministry,Sunday Service,West,306.8,0,2,613.61,  Bank Transfer  
CHC40308,06-03-2023,MEMBER_0212,Children's Church,Building Fund,Central,3397.46,0,1,3397.46,Cash
CHC40596,"June 19, 2022",Member_0003,Children's Church,,West,155.48,0,2,$310.97,
CHC40295,21 Jan 2023,Member_0086,Children's Church,Building Fund,  Central  ,6091.91,0,1,,Mobile Money
CHC40381,2023-07-25,Member_0158,Youth Ministry, Outreach,West,511.58,0,2,1023.16,Mobile Money
CHC40335,03/07/24,Member_0446,  Main Sanctuary  ,Outreach,South,862.47,0,3,2587.4,Bank Transfer
CHC40432,2023/10/16,Member_0232,Music Ministry,midweek service,West,480.61,0,2,961.23,mobile money
CHC40246,02-03-2023,MEMBER_0111,Music Ministry,Special Program,East,$764.73,0,4,3058.92,Cheque
CHC40454,invalid,Member_0486,Youth Ministry,Midweek Service,Central,-253.33022137041775,0,1,253.33,Bank Transfer
CHC40495,invalid,Member_0246,Music Ministry,Sunday Service,South,302.61,0,1,302.61,Bank Transfer
CHC40501,2022/04/22,Member_0180,  Main Sanctuary  ,Midweek Service,,123.06,0,2,-246.1131897952568,Mobile Money
CHC40373,06 Oct 2023,Member_0591,Outreach,Building Fund,West,6044.43,0,3,18133.29,Cheque
CHC40253,09/22/2024,Member_0298,Youth Ministry,Building Fund,  Central  ,-3287.4368890546557,0,3,9862.31,Bank Transfer
CHC40014,2024/02/22,Member_0138,Music Ministry,Building Fund,North,7269.57,0,3,21808.72,Cash
CHC40245,2024/03/18,Member_0307,Administration,Special Program,West,2671.79,0,4,10687.18,MOBILE MONEY
CHC40162,28 Jun 2022,None,Children's Church,outreach,East,266.08,0,1,266.08,CASH
CHC40096,04/07/22,Member_0526,Children's Church,Special Program, South,3573.59,0,4, 14294.361432865715 ,  Mobile Money  
CHC40298,09/01/22,,Children's Church,Sunday Service,Central,40.88,0,1.0,40.88,Cash
CHC40573,03/06/23,Member_0291,Music Ministry,Midweek Service,South,312.2,0,4,1248.78,Bank Transfer
CHC40393,0000-00-00,Member_0465,Children's Church,Conference,Central,818.61,-,1,-818.6081027111559,Cheque
CHC40292,"April 04, 2023",Member_0245,Children's Church,Building Fund,South,2632.23,0,4,"$10,528.93",Bank Transfer
CHC40187,"June 21, 2023",Member_0284,Youth Ministry,Special Program,Central,1058.86,0,2,2117.72,Cash
CHC40221,2024-01-16,Member_0089,Main Sanctuary,Special Program,West,$85.80,,3, 257.39668837594456 ,Cheque
CHC40115,10/20/23,Member_0070,Administration,Building Fund,East,9412.35,0,2,18824.7,Mobile Money
CHC40383,invalid,Member_0177,,Midweek Service, Central,15.58,0,1,,Bank Transfer
CHC40031,11/18/2024,Member_0109,,Sunday Service,West,320.6,0,4,1282.39,Bank Transfer
CHC40238,2023/05/25,Member_0183,Administration,null,East,2014.0,0,3,6042.0,  Bank Transfer  
CHC40367,"February 13, 2023",Member_0154,Outreach,Midweek Service,West,82.91,0,3,248.73,Mobile Money
CHC40061,24 May 2023,,music ministry,Conference,West,325.08,0,2,650.16,Cash
CHC40159,2024-02-18,Member_0418,Youth Ministry,Building Fund,Central,1921.97,0,1,1921.97,Mobile Money
CHC40272,,Member_0113,Music Ministry,Building Fund,East,5149,0,1,5149.27,Bank Transfer
CHC40154,2024/11/30,Member_0118,Administration,Building Fund,East,9213.5,0,3,27640.5,Cash
CHC40201,06/06/24,Member_0314,Administration,Conference,Central,1312.72,,4,5250.88,Bank Transfer
CHC40453,2022/11/08,Member_0416,Youth Ministry,Sunday Service,Central,178.22,0,2,,Bank Transfer
CHC40315,26-11-2024,Member_0599,music ministry,Special Program,Central,2762.32,0,,11049.28,Bank Transfer
CHC40570,"April 12, 2024",Member_0368,Youth Ministry,Special Program,West,4618,0,1,4618.14,Cash
CHC40349,"October 01, 2022",Member_0166,Main Sanctuary,Midweek Service,Central,$459.74,0,1,459.74,Cash
CHC40205,01/31/2022,Member_0057,Youth Ministry,Outreach,West,348.29,0,1,$348.29, Cash
CHC40597,26 Feb 2022, Member_0572,Music Ministry,Building Fund,North,4404.75,0,unknown,17618.99,Bank Transfer
CHC40507,"June 05, 2022",Member_0194,OUTREACH,Midweek Service,TBD,unknown,0,3,1434.73,
