Transaction ID,Date,Student Name,Department,Program Type,Region,Tuition,Discount,Quantity,Payment,Payment Method
TXN10293,10/01/24,Student_0447,Business,PhD,North,,0,5,145005.52,Loan
TXN10417,03/19/2022,Student_0743,Business,Undergraduate, East,6370.71,0,N/A,25482.85,Credit Card
TXN10103,03-12-2022,Student_0533,Medicine,Undergraduate,WEST,4009.88,0,5,20049.4,Scholarship
TXN10065,05/14/23,Student_0604,  Sciences  ,Diploma,East,5244.12,$0.00,4,20976.47,Bank Transfer
TXN10033,09-11-2023,Student_0720,Arts,Graduate,South,15967.52,0,4,63870.08,Scholarship
TXN10098,2022/05/02,Student_0092,Sciences,Certificate,North,2126.35,0,3,6379.04,Scholarship
TXN10069,03/04/24,Student_0794,Sciences,Certificate,  East  ,1810,0,3,5430.51,Loan
TXN10595,2023-03-09,Student_0585,Sciences,Graduate,West,19054.12,0,1,19054.12,Credit Card
TXN10279,07/04/2024,Student_0211,Education,Undergraduate,East,4320.53,0,4,17282.11,
TXN10643,2024/01/16,Student_0270,Sciences,Diploma,South,4322.65,1799.49,6,15138.96,Bank Transfer
TXN10733,,Student_0137,Engineering,Graduate,South,15402.49,0,1,15402.49,Bank Transfer
TXN10537,20 Jun 2024,Student_0783,engineering,Graduate,North,12468.68,0,1,"$12,468.68",Loan
TXN10359,01/12/22,,Law,Undergraduate,West,11839.68,0,4,47358.7,Loan
TXN10615,04/12/23,Student_0371,Education,PhD,East,22224.59,0,2,44449.18,Scholarship
TXN10788,14 Apr 2024,Student_0044,Engineering,PhD,East,28908.34,0,2,57816.68,Loan
TXN10189,2024-07-15,Student_0100,Arts,Certificate,East,1900.38, 1315.5643454187518 ,6,3508.88,scholarship
TXN10369,30-11-2024,Student_0430,Education,Certificate,East,592.73,0,5,2963.67,Loan
TXN10606,07/23/2024,Student_0042,Business,Graduate,South,11072.86,0,2,22145.73,Bank Transfer
TXN10443,2023-05-01,Student_0193,Medicine,PhD,South,25764.19,0,6,154585.14,Cash
TXN10392,2023-01-30,,Engineering,Diploma,South,-3028.27413699885,0,4,12113.1,Loan
TXN10663,TBD,None,Sciences,Graduate,South,-19989.685767043615,0,6,119938.11,Scholarship
TXN10488,"December 07, 2022",Student_0387,Engineering,Diploma,Central,1664.19,0,4,6656.75,Cash
TXN10212,"April 21, 2024",Student_0147,Engineering,PhD,Central,19331.87,1291.75,4,72160.49,Bank Transfer
TXN10150,12-08-2024, Student_0417,Business,Graduate,West,17359.24, 0 ,1,17359.24,null
TXN10226,12/28/22, Student_0512,Sciences,Diploma,Central,5353.39,0,4,21413.56,SCHOLARSHIP
TXN10724,13-04-2022,Student_0082,Engineering,PhD,South,30214.2,0,1,30214.2,  Loan  
TXN10628,"July 17, 2024",Student_0270,business,PhD,Central,27574.26,1670.58,4,103614.71,Scholarship
TXN10114,"July 17, 2023",,Engineering,Certificate,south,517,0,1,516.53,Credit Card
TXN10256,12/08/2024,Student_0441,Medicine,Diploma,Central,4578.22,0,3, 13734.656589488819 ,Credit Card
TXN10074,2023/03/31,Student_0462,Arts,Graduate,West,13391.83,1124.03,1,,Cash
TXN10252,17 Oct 2022,Student_0716,Business,Graduate,N/A,"$14,557.09",1550.64,5,65032.26,Scholarship
TXN10332,06/24/23,Student_0606,Medicine,Diploma,East,,N/A,5,18070.91,
TXN10794,05/30/24,Student_0578,Business,Graduate,North,18686.48,0,3,56059.43,Cash
TXN10410,10/30/23,Student_0462,Education,,North,1882.06,0,1,1882.06,Bank Transfer
TXN10700,"August 18, 2022",  ,Business,Diploma,Central,5897.54,1626.1,1,4271.44,Cash
TXN10732,2024-11-18,Student_0683,Education,Undergraduate,North,7652.98,421.94,4,28924.17,Credit Card
TXN10311,"April 23, 2024",Student_0352,Arts,Undergraduate,Central,4701.55,0,5,23507.73,Bank Transfer
TXN10348,2024-07-27,Student_0011,Business,PhD,West,27353.6,0,5,136768.02,Cash
TXN10440,09-09-2024,Student_0711,Engineering,Undergraduate,West,4098.46,0,1,4098.46,Loan
TXN10052,"June 21, 2023",Student_0391,Engineering,certificate,South,1161.15,0,6,6966.88,Cash
TXN10636,"September 26, 2024",Student_0622,Business,Certificate,  ,1964.46,598.5,6,8195.77,Cash
TXN10285,08/11/23, Student_0085,  Medicine  ,Certificate, East,922.7,0,, 5536.188614315538 ,Bank Transfer
TXN10218,01/22/2022,Student_0673,Arts,Diploma,Central,4702.23,0,6,28213.36,Cash
TXN10521,12 Nov 2024,  Student_0735  ,Medicine,PhD, West,24629.36,0,1,24629.36,Cash
TXN10471,09/19/2022,Student_0786,Education,Certificate,West,668.28,0,2,1336.57,Scholarship
TXN10018,24-05-2023,Student_0164,sciences,Graduate,West,8297.44,0,4,33189.75,Bank Transfer
TXN10477,2022/01/23,Student_0317,Engineering,PhD,South,19790.6,0,1,19790.6,  
TXN10765,TBD,Student_0366,Engineering,PhD,South,22598.43,0,3,67795.29,Bank Transfer
TXN10761,03 May 2022,Student_0470,Sciences,phd,East,15978.67,205.5,,31546.33,  Loan  
TXN10702,2023/09/13,Student_0215,BUSINESS,Certificate,,2789.61,0,2,5579.22,Cash
TXN10107,08/16/2023,Student_0750,Sciences,Undergraduate,East,6950.67,0,2,13901.33,  Credit Card  
TXN10036,2023/09/01,Student_0603,Medicine,Diploma,Central,5058,606.24,4,17808.39,Cash
TXN10641,"November 28, 2023",Student_0363,Law,diploma,East,1841.71,368.05,3,4420.96,Bank Transfer
TXN10578,2023/12/16,Student_0658,Arts,PhD,None,28951.16,676.18,3,84824.95,Credit Card
TXN10060,"August 13, 2023",Student_0320,Arts,Diploma,West, 4515.0596912953315 ,939.46,6,21453.62,Loan
TXN10766,22 Jun 2024,Student_0139,Business,Undergraduate,North,7203.75,0,1,7203.75,Scholarship
TXN10797,2022/10/26,Student_0195,Engineering,Graduate,North,14741.53,0,6,88449.17,Credit Card
TXN10038,"September 22, 2023",Student_0767,Business,Diploma,West,4414.36,0,1,4414.36,Cash
TXN10119,2022-07-07,Student_0316,Law,certificate,North,2459.73,477.7,3,,Credit Card
TXN10301,08/07/2023,Student_0446,Sciences,Certificate,,940.81,0,1,940.81,  Cash  
TXN10735,05/18/2023,Student_0023,Medicine,PhD,East,18111.97,0,5,90559.83,credit card
TXN10590,07/27/22,Student_0525,  Medicine  ,Diploma,East,,0,1,3562.89,Cash
TXN10549,09 Aug 2022,  Student_0047  ,Engineering,PhD,West,21736.17,0,5,108680.83,Bank Transfer
TXN10457,20 Sep 2023,Student_0649,Engineering,Certificate,North,2041.17,0,4,8164.67,Credit Card
TXN10662,03/03/24,Student_0767,Engineering,Undergraduate,West,8839.76,1839.46,3,21000.91,Credit Card
TXN10022,14 Dec 2022,Student_0087,Law,Diploma,North,2950.12,0,5,14750.61,  -  
TXN10021,09/18/2022,Student_0431,Medicine,PhD,South,21185.69,935.11,,121503.52,Scholarship
TXN10418,2023/05/24,Student_0704,Education,Graduate,Central,16794.48,,5,"$83,972.39",  Bank Transfer  
TXN10070,03/13/2024,Student_0610,ENGINEERING,PhD,East,26654.79,0,3,79964.37,LOAN
TXN10014,26 Sep 2022,Student_0661,Medicine,Diploma,,2923.66,0,2,5847.33,Loan
TXN10478,11 Mar 2024,Student_0365,Engineering,PHD,West,34610.83,1553.02,5,,Scholarship
TXN10381,14 Apr 2024,Student_0240,,Undergraduate,Central,3545.69,1036.68,1,2509.01,Scholarship
TXN10043,05-11-2024,Student_0003,Education,Graduate,West,8837.72,1590.82,3,21740.72,Scholarship
TXN10061,2023-07-02,Student_0185,Education,Certificate,,1902.41,0,5,9512.07,CASH
TXN10353,09/07/22,Student_0383,Law,Certificate,,735.76,0,6,4414.58,Credit Card
TXN10156,"October 19, 2022",Student_0193,Arts,Diploma,Central,5127.95,0,6,30767.68,Loan
TXN10757,08/21/2024,Student_0747,Business,Graduate,Central,15781.83,0,6,94690.97,Bank Transfer
TXN10626,14 Jul 2022,Student_0414,Business,Diploma,East,2066.25,0,2,4132.5,Loan
TXN10092,10/15/2023,Student_0403,Sciences,Diploma,East,2170.23,0,3,6510.7,Cash
TXN10498,10/12/24,Student_0525,Business,Certificate,South,2883.07,0,4,11532.29,Loan
TXN10800,28-07-2023,Student_0018,Sciences,Diploma,West,4389.33,0,6,26335.98,Scholarship
TXN10429,25-05-2023,Student_0463,Engineering,Graduate,West,,0,6,91337.46,Credit Card
TXN10460,2022-11-11,Student_0131,Medicine,Undergraduate,Central,8571.09,742.66,2,15656.87,Cash
TXN10217,2022/01/11,Student_0094,Sciences,Diploma,  North  ,5037.37,0,unknown,10074.73,Scholarship
TXN10756,2022-10-08,Student_0097,Arts,undergraduate,null,11269.54, 0 ,3,33808.63,BANK TRANSFER
TXN10174,05/07/24,Student_0398,Law,PhD,South,17798.59,245.82,3,52658.31,Credit Card
TXN10324,,Student_0127,Engineering,Certificate,South,,0,6,16627.94,Loan
TXN10278,06/30/2024,Student_0316,  Education  ,diploma,Central,3689.84,1265.89,3,7272,Bank Transfer
TXN10371,06/14/2023,Student_0793,Medicine,PhD,North,21814.18,0,1,21814.18,Cash
TXN10343,11/25/22,Student_0647,Arts,Certificate,North,1252,0,3,3756.66,Credit Card
TXN10365,04/04/23,Student_0265,Engineering,Diploma,Central,5130.67,0,5,25653.35,Cash
TXN10262,"November 13, 2024",Student_0164,Law,Certificate,East,1407.36,1142.87,6,1586.92,Cash
TXN10795,30 Oct 2023,Student_0679,Law,Graduate, Central,10590.88,0,5,52954.41,Cash
TXN10551,03/08/23,Student_0532,Arts,Certificate,East, 2393.2505357715454 ,0,6,14359.5,Credit Card
TXN10661,2024-01-29,Student_0147,Sciences,,North,7662.43,0,6,45974.55,Cash
TXN10561,30 Oct 2024,Student_0721,Law,,Central,1501.88,0,1,1501.88,Loan
TXN10086,28-11-2024,Student_0081,Business,Diploma,South,2868.56,0,3,8605.68,Loan
TXN10153,19-01-2023,Student_0287,Sciences,Certificate,Central,573.71,0,3,"$1,721.12",Credit Card
TXN10552,2024/11/07,,Medicine,PhD,Central,30069.38,0,2,60138.75,Credit Card
TXN10633,2023/07/19,,business,PhD,North,32852.77,0,2,65705.54,Loan
TXN10671,20-09-2023,Student_0460,Engineering,Diploma,West,3703.24,N/A,6,22219.44,
TXN10231,06/30/2024,Student_0715,Education,PhD,Central,33305.45,1755.63,5,157749.07,Bank Transfer
TXN10213,12/30/22,Student_0630,Engineering,Graduate,NORTH,8198.75,1140.88,2,,Scholarship
TXN10260,04/11/2022,Student_0299,Business,Undergraduate,East,7668.32,0,-5,38341.62,Bank Transfer
TXN10657,2024-03-20,Student_0713, Arts,Certificate,North, 2606.585612540614 ,541.09,3,6196.48,Credit Card
TXN10455,12/02/23,Student_0612,Education,Undergraduate,WEST,3190.37,0,6,19142.22,Credit Card
TXN10728,04/14/2024,Student_0516, Law,  ,Central,2858.21, 837.083874758277 ,3,6063.39,Credit Card
TXN10214,20-02-2024,Student_0604,Education,PhD,CENTRAL,-15868.765666729629,0,4,63475.06,Credit Card
TXN10220,26-08-2023,Student_0120,Medicine,Certificate,Central,511.63,0,5,2558.14,Credit Card
TXN10397,09/17/23,Student_0246,Education,Undergraduate,Central,9097.07,0,3,"$27,291.21",Bank Transfer
TXN10170,TBD,Student_0501,Arts,PhD,Central,31470.13,0,6,188820.76,Cash
TXN10071,09/22/2024,Student_0232,Medicine,Certificate,North,1404.57,0,2,2809.14, Loan
TXN10084,09/06/2022,Student_0143,Arts,PhD,Central,32027.24,0,3,96082,Credit Card
TXN10206,"October 14, 2022",Student_0202,Sciences,  PhD  ,North,26033.44,0,3,78100.31,Loan
TXN10673,2022/02/17,Student_0132,law,  Certificate  ,  East  ,711.99,0,5.0,"$3,559.94",Cash
TXN10286,2023/01/06,Student_0541,Law,GRADUATE,South,13359.84,0,6,80159.03,Scholarship
TXN10768,2024/01/01,Student_0464,Business,Diploma,,5661.65,699.81,6,29771.06,Bank Transfer
TXN10264,2023-03-02,Student_0190,Engineering,,Central,2003.04,0,unknown,10015.21,Bank Transfer
TXN10466,05/23/2024,Student_0466,Business,graduate, Central,17809.99,,1,17809.99,Cash
TXN10067,24 Jun 2024,Student_0311,Arts,Diploma,North,5389.11,$0.00,4,"$21,556.44",Cash
TXN10204,19 Aug 2023,Student_0069,Law,Graduate,East,17595.92,1734.05,6,"$95,171.21",Bank Transfer
TXN10140,invalid,Student_0309,Business,Graduate,West,"$11,323.61",0,6,67941.67,Cash
TXN10494,01/04/2024,Student_0246,Engineering,Diploma,South,4073.07,0,4,"$16,292.29",Cash
TXN10245,05-06-2023,Student_0464,Education,Certificate,East,2314.67,0,4,9258.68,Bank Transfer
TXN10513,24-07-2022,Student_0754,Law,Diploma,Central,5956.86,0,,11913.72,Credit Card
TXN10631,2024/05/18,Student_0208,Engineering,Graduate,East,16164.76,0,6,96988.58,
TXN10376,15-07-2024,Student_0387,Arts,Diploma,South,1804.04,280.43,5,7618.06,CREDIT CARD
TXN10310,2023-07-20,Student_0714,Engineering,Certificate,North,700.43,0,1,700.43,Scholarship
TXN10575,invalid,Student_0413,Law,  PhD  ,South,18384.27,0,5.0,91921.35,Credit Card
TXN10288,2023/12/26,Student_0443,Sciences,Certificate,East,2196,0,1,2196.23,Bank Transfer
TXN10781,03/28/2022,Student_0413,Law,PhD,Central,22797.62,0,3,,Cash
TXN10435,"March 12, 2022",Student_0328,Law, Certificate,Central,1639.46,0,6,9836.77,Credit Card
TXN10303,05-01-2024,Student_0208,,Diploma,North,2301.27,872.27,6,8574.0,Loan
TXN10484,2024-09-02,Student_0286,Engineering,PhD,South,21345.7,null,2,"$38,704.22",Credit Card
TXN10711,2023/04/07,Student_0269,Medicine,null,,4482.59,1328.49,6,18924.6,Bank Transfer
TXN10799,"February 08, 2024",Student_0058,Education,Graduate,  Central  ,15342.68,$0.00,1,15342.68,Loan
TXN10316,06-08-2023,Student_0360,Sciences,PhD,South,17958.92,0,4,71835.68,Scholarship
TXN10197,"October 13, 2023",Student_0226,Education,Diploma,South,4478.51,0,1,4478.51,Credit Card
TXN10234,16-07-2024,Student_0718,Business,,North,,0,1,-2633.70505847901,Scholarship
TXN10091,09/01/2022,Student_0100,Engineering,PhD,East,22726.98,0,5,TBD,Credit Card
TXN10733,,Student_0137,Engineering,Graduate,South,15402.49,0,1,15402.49,Bank Transfer
TXN10398,2023-05-16,Student_0782,Education,Graduate,South,"$10,275.69",0,3,30827.08,Loan
TXN10019,29 Mar 2024,Student_0550,,Graduate,East,11939.14,0,3,35817.43,Credit Card
TXN10462,2022/01/19,Student_0526,Sciences,Certificate,East,2018.05,0,2,4036.09,Loan
TXN10790,21 Sep 2024,Student_0497,Arts,PhD,Central,22115.91,0,4,TBD,Credit Card
TXN10395,02 Apr 2023,Student_0236,Sciences,Undergraduate,East,10884.95,1838.98,2,,  Cash  
TXN10771,30-06-2024,Student_0324,Arts,Diploma,North,5488.75,0,4,21955,loan
TXN10742,27 Aug 2024,Student_0035,Sciences,Certificate,TBD,1524.7,0,6,9148.21,Credit Card
TXN10176,05/26/22,Student_0200,Arts,Diploma,East,3586.92,0,6,21521.54,Loan
TXN10330,2024/10/05,Student_0478,Business,PhD,East,21055.05,0,,126330.31,Scholarship
TXN10357,"August 29, 2023",Student_0049,Arts,Certificate,Central,872,0,2,1743.03,Credit Card
TXN10763,"May 09, 2022",Student_0110,Medicine,PhD,Central,20096.22,0,6,120577.34,
TXN10547,14 Apr 2024,Student_0599,Business,Diploma,East,3520,0,5,17601.78,Bank Transfer
TXN10785,2023/03/04,Student_0028,,undergraduate,west,-11646.659430162248,0,1,11646.66,Scholarship
TXN10600,23-03-2022,Student_0410,Law,Diploma,West, 1606.7405676345902 ,0,3,4820.22,Cash
TXN10723,12/15/2023,Student_0276,Sciences,Undergraduate,South,6926.63,1001.59,1,5925.04,Cash
TXN10651,"November 14, 2022",Student_0346,Arts,Undergraduate,West,9147.29,0,-1,9147.29,Bank Transfer
TXN10694,09/14/23,Student_0391,Engineering,UNDERGRADUATE,East,10674.13,0,3,"$32,022.40",Scholarship
TXN10219,2024-11-26,Student_0755,Arts,Undergraduate,Central,10017.06,835.63,4,36725.7,Bank Transfer
TXN10581,2023-09-07,Student_0240,Education,Certificate,West,1108.97,0,4,4435.89,Bank Transfer
TXN10714,2023/07/10,Student_0296,Arts,Certificate,East,1831.85,0,3,5495.54,Loan
TXN10050,22-03-2022,null,Business,PHD,East,27732.36,0,6,166394.15,Credit Card
TXN10269,2024/08/05,Student_0424,  Law  ,Undergraduate,Central,4221.79,479.7,5,18710.45,  Credit Card  
TXN10434,2024/01/18,Student_0696, Engineering,PhD,Central,26801.2,541.74,4,105037.81,Credit Card
TXN10373,05/20/2024,Student_0488,  Sciences  ,PhD,West,16959.76,1480.95,1,15478.8,Scholarship
TXN10579,06/13/2023,Student_0479,Medicine,Diploma,South,5234.36,0,5,26171.8,Cash
TXN10215,2024-11-30,Student_0385,Sciences,Diploma,east,2660.12,0,5,13300.61,Loan
TXN10729,2024/07/10,Student_0605,Sciences,PhD,East,18974.06,228.87,6,112471.09,Scholarship
TXN10110,13-11-2023,Student_0016,Business,Undergraduate,West,10241.86,0,4,40967.42,Credit Card
TXN10318,08/07/2024,Student_0028,Arts,Certificate, West,1884.67,0,5,9423.34,
TXN10188,2024-13-45,Student_0001,Sciences,Undergraduate,East,9707.15,231.98,4,37900.66,Cash
TXN10689,06/19/2023,  Student_0246  ,Law,,South,N/A,0,4,3549.84,Loan
TXN10703,12/04/23,Student_0384,Sciences,Undergraduate,West,11503.87,0,6,69023.23,  -  
TXN10772,2022-10-04,Student_0531,Engineering,Graduate,South,10756.85,0,5,53784.27,LOAN
TXN10782,01/25/2024,Student_0570,Sciences,PhD,East,30841.88,0,2,"$61,683.75",
TXN10104,07 Jan 2022,Student_0224,null,Diploma,Central,4527.45,$0.00,4,unknown,Bank Transfer
TXN10451,30-08-2022,Student_0307,Business,,Central,1433.21,0,5,7166.05,Cash
TXN10424,02 Jun 2023,Student_0310,Engineering,Diploma,Central,3833.42,539.88,2,6587,Loan
TXN10547,14 Apr 2024,Student_0599,Business,Diploma,East,3520,0,5,17601.78,Bank Transfer
TXN10056,2022-09-27,Student_0367,Business,Graduate,South,-14482.585482357817,0,6,"$86,895.51",Scholarship
TXN10233,2024/03/09,Student_0388,  Arts  ,Diploma,Central,2348.57,1787.89,4,2242.71,Loan
TXN10705,07/13/2024,Student_0629,, PhD,North,27072.17,0,3,81216.52,Scholarship
TXN10725,05/16/2024,,Medicine,Undergraduate,  North  , 3469.3188231697777 ,0,3,-10407.956469509332,Scholarship
TXN10046,,Student_0241,Sciences,Diploma,North,5794,1328.24,5,22326.95,Credit Card
TXN10592,07/01/23,Student_0614,Engineering,PHD,,23143.66,$233.69,6,137459.77,Scholarship
TXN10202,07 Oct 2022,Student_0401,Sciences,Certificate,South,1487.78,1389.3,2,196.96,Cash
TXN10681,08/16/2023,Student_0241,Arts,Undergraduate,,11652.95,0,6,69917.73,Scholarship
TXN10617,2024/06/01,Student_0284,Medicine,Undergraduate,South,"$11,302.47",0,1,11302.47,Scholarship
TXN10749,07/08/2023,Student_0117,Engineering,Undergraduate,Central,-11845.322448016088,0,2,23691,Cash
TXN10787,2022/10/13,Student_0418,Arts,Diploma,South,2516.3,$914.60,3,4805.08,  Scholarship  
TXN10020,"January 04, 2022",Student_0552,Engineering,Diploma,South,"$3,233.38",0,1,3233.38,Cash
TXN10407,06 Sep 2024,Student_0071,Education,PhD,South,33196.25,0,2,66392.5,Credit Card
TXN10138,2022/09/04,Student_0433,Medicine,Graduate,North, 10714.290337512874 ,0,1,-10714.290337512874,Bank Transfer
TXN10121,"October 12, 2024",Student_0632,arts,Certificate,West,1710.58,0,2,3421.16, Loan
TXN10298,2022-05-10,Student_0281,Education,PhD,Central,34293.85,0,5,171469.24,Loan
TXN10171,28-02-2023,Student_0668,,Certificate,North,-907.2685139965513,0,2,1814.54,Loan
TXN10361,"July 09, 2024",Student_0249,Engineering,Certificate,North, 791.1470488851048 ,1824.35,4,-4132.8,Scholarship
TXN10480,06/03/2022,Student_0581,Medicine,PhD,South,32119.05,975.62,2,62286.86,SCHOLARSHIP
TXN10751,2024/09/17,Student_0601,  Engineering  ,Certificate,South,2518.19,1596.55,2,1843.27,Credit Card
TXN10102,02/05/24,Student_0719,Business,Graduate,South,19488.33,1060.73,6,110565.59,Loan
TXN10025,11/05/2022,Student_0393,Law,  Undergraduate  ,West,5571.55,$0.00,5,27857.77,Loan
TXN10085,06/01/22,Student_0478,Medicine,Certificate,Central,1526.99,0,2,3053.98,Cash
TXN10248,"October 16, 2023",Student_0579,Engineering,Diploma,North,4352.49,0,3,13057.48,Cash
TXN10307,07 Jul 2023,Student_0628,Sciences,Undergraduate,North,11040.91,0,3,33122.73,Credit Card
TXN10247,18 Mar 2022,Student_0591,Education,PhD,East,24650.66,0,5,123253.32,Bank Transfer
TXN10570,01-01-2022,Student_0080,  Business  ,Graduate,West,9096.06,0,2,18192.12,Scholarship
TXN10058,22-12-2024,Student_0465,Arts,Graduate,North,15491.81,0,4,61967.24,Scholarship
TXN10427,2022-01-20,Student_0273,,Undergraduate,NORTH,3267.0,,6,15866.37,Credit Card
TXN10770,11/19/2022,Student_0075,engineering,PhD,South,25660.59,1431.99,1,24228.6,Loan
TXN10649,2024-12-19,Student_0005,Medicine,Undergraduate,Central,3532.32,0,1,3532.32,Bank Transfer
TXN10654,"April 09, 2022",TBD,Arts,Undergraduate,  Central  ,11028.83,0,6,66173.0,Bank Transfer
TXN10497,,Student_0531,Medicine,Graduate,North,,0,5.0,84501.81,Bank Transfer
TXN10263,2023-02-20,Student_0638,,PhD,West,,0,1,30372.61,Scholarship
TXN10458,10/21/2023,Student_0293,Arts,graduate,South,18741.27,0,1,18741.27,Loan
TXN10533,2022/02/23,Student_0201,Sciences,PhD,North,"$24,551.85",0,1,24551.85,Scholarship
TXN10450,17 Dec 2024,  -  ,Law,Undergraduate,Central,6824.81,0,2,13649.62,Cash
TXN10062,2023/10/27,Student_0582,Business,Diploma,  ,3192.87,0,3,9578.62,Credit Card
TXN10320,2023-12-31,Student_0297,Arts,  Graduate  ,South,9959.71,691,6,55613.4,Credit Card
TXN10322,2022-06-06,Student_0135,Education,Diploma, East,3894.43,0,4,15577.72,Bank Transfer
TXN10157,"October 30, 2022",Student_0722,Medicine,PhD,East,19029.29,0,3, 57087.86300112847 ,Credit Card
TXN10100,2024/04/10,Student_0438,ENGINEERING,Graduate,South,16839.41,0,,33678.83,Scholarship
TXN10004,26 Mar 2023,Student_0333,Medicine,Graduate,North,16749.52,$494.12,3,48766.19,Credit Card
TXN10115,15 Jun 2022,Student_0666,ENGINEERING,Certificate,Central,1432.63,0,6.0,8595.77,Credit Card
TXN10638,2024/07/24,Student_0260,Engineering,Graduate,South,15566.26,0,4,62265.02,Bank Transfer
TXN10423,30-10-2022,Student_0620,Sciences,Graduate,Central,8414.09,0,6,50485,Scholarship
TXN10778,"July 31, 2024",Student_0364,,Undergraduate,Central,"$7,227.92",0,N/A,28911.69,Credit Card
TXN10540,2023-07-16,Student_0256,Sciences,Certificate,North,2364.08,0,1,2364.08,
TXN10396,2024-01-08,Student_0031,Medicine,Undergraduate,East,4036.7,0,6,,Credit Card
TXN10250,2022-07-03,Student_0688,Business,Diploma,East,,679.26,3,5733.47,Scholarship
TXN10388,13-04-2024,Student_0125,Engineering,Certificate,North,2844.73,0,3,8534.18,Cash
TXN10165,07/08/2024,Student_0172,Education, Certificate,  West  ,2285.76,0,1,2285.76,Loan
TXN10313,12-10-2023,Student_0152,Business,Diploma, East,,0,5,17419.99,Credit Card
TXN10009,12-05-2022,Student_0022,Law,Certificate,North,"$2,124.70",$988.58,,"$1,136.11",Bank Transfer
TXN10167,"September 21, 2024",Student_0624,Education,Undergraduate,Central,5574.84,,4,unknown,Credit Card
TXN10565,06/08/22,Student_0131,Medicine,Certificate,South,1887.02, 0 ,1,1887.02,Loan
TXN10436,13-03-2024,Student_0676,Education,,West,16791.9,0,2,33583.79,Loan
TXN10487,07/28/2024,Student_0512,medicine,Diploma,West,2150.78,0,1,2150.78,Scholarship
TXN10198,2022-01-19,Student_0685,Business,PhD,Central,,1312.91,5, 163466.3022271624 ,Credit Card
TXN10642,20 Jun 2024,Student_0222,Engineering,PhD,Central,24889.86,0,2,49779.72,Bank Transfer
TXN10270,"December 06, 2022",Student_0621,Arts,Graduate,East,18088.87,unknown,6.0,103670.37,Credit Card
TXN10502,2024-05-12,Student_0128,Business,PhD,South,18942.47,1644.91,1,17297.56,Scholarship
TXN10665,2024-04-24,Student_0205,Business,PhD,West,22856.59,1046.42,,65430.52,Loan
TXN10617,2024/06/01,Student_0284,Medicine,Undergraduate,South,"$11,302.47",0,1,11302.47,Scholarship
TXN10522,2024-11-30,Student_0254,Law,Diploma,West,2403.15,0,5,12015.75,Bank Transfer
TXN10544,"August 26, 2023",Student_0032,N/A,PhD,north,30763.29,802.97,6,179761.89,Loan
TXN10109,10/02/22,Student_0249,Education,  Graduate  ,West,13556,303.72,4,53010.32,Loan
TXN10517,2022-11-14,Student_0731,Engineering,Undergraduate,Central,5262.9,,5,26314.51,Scholarship
TXN10229,14 Jan 2024,Student_0602,Law,PhD, North,20827.13,681.45,3,60437.03,Bank Transfer
TXN10754,2024-04-13,Student_0027,Engineering,Certificate,South,2937.82,854.81,3,6249,Credit Card
TXN10379,2022/02/19,Student_0541,Engineering,diploma,North,3711.63,0,4,14846.51,Scholarship
TXN10530,"April 16, 2022",Student_0554,Engineering,Diploma,East,2072.37,0,1,2072.37,Loan
TXN10543,2022-08-12,Student_0520,Law,Undergraduate,East,10604.38,0,5.0,53021.89,Credit Card
TXN10227,17-06-2023,Student_0369,Engineering,Graduate,North,10585.61,0,4,42342.43,Loan
TXN10414,"March 01, 2023",Student_0405, Sciences,Undergraduate,East,,0,,38062.5,  Bank Transfer  
TXN10696,2024-02-12,Student_0039,Law,Undergraduate,North,N/A,0,2,16138.15,Scholarship
TXN10566,"July 10, 2023",Student_0331,Sciences,Diploma,South,3297.33,734.15,3,7689.52,Loan
TXN10399,08-11-2024,Student_0511,Law,Graduate,Central,8976.89,0,2,17953.78,Loan
TXN10352,08/05/2023,Student_0173,Engineering,Certificate,Central,2614.6,,3,7843.79,Cash
TXN10183,2022/07/24,Student_0179,Arts,Undergraduate,East, 8799.031124118286 ,0,3,,Bank Transfer
TXN10495,2022-09-09,Student_0146,Law,UNDERGRADUATE,West,11863.18,0,4,47452.72,  Scholarship  
TXN10635,2022/08/04,Student_0789,Education,Graduate,East,18199.58,1090.16,4,68437.71,cash
TXN10610,"March 07, 2023",Student_0689,Business,Graduate,South,11686.4,749.69,1,10936.71,Loan
TXN10669,01/13/24,Student_0599,Business,,West,10922.09,1051.06,2,19742.05,Cash
TXN10136,2022-04-05,Student_0642,Business, Diploma,South,,0,6,24285.84,Bank Transfer
TXN10267,08/18/2023,student_0002,Medicine,Certificate,South,2322.96,0,5,11614.81,
TXN10208,2024-01-05,Student_0225,Business,Diploma,Unknown,3507.99,0,6,21047.95,null
TXN10679,02/29/24,Student_0026,Sciences,Certificate,South,,0,2,5343.41,Loan
TXN10745,"August 18, 2023",Student_0774,Medicine,,Central,2384.97,0,4,9539.9,Loan
TXN10106,2022-08-20,Student_0677,Education,Certificate,North,"$1,074.16",0,3,3222.48,Cash
TXN10200,10 Jun 2024,Student_0074,Education,Graduate,  ,"$16,224.86",0,5,81124.31,Bank Transfer
TXN10228,08/10/23,Student_0647,Arts,PhD,East,21501.81,1118.8,1,"$20,383.01",Credit Card
TXN10401,2024-02-23,Student_0184,Sciences,  PhD  ,North,24023.02,0,4.0,96092.1,BANK TRANSFER
