Transaction ID,Date,Donor Name,Program Type,Region,Amount,Discount,Quantity,Total,Funding Source
NGO50439,09/17/2024,  Donor_070  ,Education Support,Central,40101.07,1772.05,8,306632.17,Corporate
NGO50164,03/20/24,Donor_074,Water Project,West,159096.51,1277.4,7,1104733.73,
NGO50504,10/08/2022,Donor_032,Health Outreach,International,21743.34,0,1,21743.34,Corporate
NGO50492,14 Feb 2023,Donor_200,Shelter,WEST,113690.24,0,-2,227380.48,International Aid
NGO50606,30 Sep 2022,DONOR_009,Emergency Relief,Central,449161.61,17086.22,9,3888678.51,Corporate
NGO50163,26 Apr 2023,Donor_063,Emergency Relief,North,36050.66,1221.81,10,348288.5,CORPORATE
NGO50122,07-03-2023,Donor_177,Education Support,East,73771.63,0,8,590173.03,Grant
NGO50317,25-01-2023,Donor_004,Health Outreach,West,-93892.44896597453,2514.42,4,365512.11,Government
NGO50057,27-03-2024,Donor_043,,West,27310.98,0,4,109243.93,Government
NGO50301,2024-12-04,Donor_060,Water Project,North,138114.55,0,2,276229.09,Grant
NGO50192,2024-03-15,Donor_109,Health Outreach,International,57176.46,0,5,285882.32,Corporate
NGO50381,11/24/22,Donor_116,  Education Support  ,International,43716.4,0,6,262298.39,Corporate
NGO50202,2023-11-04,Donor_154,Emergency Relief,  West  ,263477.08,12935.38,1,250541.7,International Aid
NGO50250,2022-01-22,Donor_071,Food Aid,East,52392.71,0,4,209570.84,Corporate
NGO50023,"May 18, 2023",Donor_073,Food Aid,South,96379.78,2538.13,5,469208,Grant
NGO50384,04/01/24,DONOR_126,Food Aid,West,79123.1,2390.48,2,153465.23,Individual
NGO50460,09/03/2023,Donor_091,  Food Aid  , North,84274.4,2558.15,6,490298, Corporate
NGO50279,2023-06-24,Donor_114,Emergency Relief,North,515429.22,19823.63,8,3964844.77,Individual
NGO50559,"April 12, 2023",Donor_074,Food Aid,NORTH,28316.87,0,4,113267.5,Grant
NGO50205,06-09-2024,Donor_175,Shelter,West,395346.28,0,6,"$2,372,077.66",Grant
NGO50087,"August 06, 2023",Donor_034, Shelter,International,65841.15,2114.91,7,446083.63,grant
NGO50137,2023/06/08,Donor_033,Skills Training,North,45952.01,0,5,229760.03,Grant
NGO50251,02/16/23,Donor_038,Health Outreach,West,-135705.37857923086,5775.63,10,1299297.44,Individual
NGO50311,04/19/2023,Donor_065,Food Aid,International,92298.74,0,9,830688.67,Corporate
NGO50113,2022-09-29,Donor_105,SKILLS TRAINING,West,34279.31,,,308513.8,International Aid
NGO50305,24 Jul 2023,  Donor_012  ,Shelter,South,339331.22,0,9,3053981.01,Corporate
NGO50107,25-03-2023,Donor_163,Shelter,South,287499.02,0,6,1724994.15,Grant
NGO50228,2024-13-45,,Education Support,South,41372.68,0,2,82745.35,Government
NGO50329,15-03-2023,Donor_037,Health Outreach,East,-140056.12059161527,0,9.0,-1260505.0853245375,Grant
NGO50622,"December 06, 2022",Donor_085,Health Outreach,South,115481.63,5116.01,1,110365.62,
NGO50379,06/09/2022,Donor_108,Health Outreach,South,136622.49,843.37,,814674.73,Individual
NGO50465,2024-05-11,Donor_151,Education Support,International,64988.98,0,-6,389933.9,
NGO50259,2023/12/12,Donor_122,Skills Training,INTERNATIONAL,38925.27,457.03,8,307745.91,Unknown
NGO50167,"April 05, 2024",Donor_198,Shelter,Central,86887.05,0,1,86887.05,Corporate
NGO50414,04/23/2022,Donor_025,Food Aid,Central,TBD,,6,505806.73,Government
NGO50174,2022-07-08,Donor_085,Education Support,East,48377.39,0,4,193509.55,Individual
NGO50458,2023-01-17,Donor_007,Skills Training,North,49659.28,0,6,297956,International Aid
NGO50010,07/08/2023,DONOR_006,Water Project, West,9944.32,0,8,79554.52,Individual
NGO50501,2024-04-15,Donor_183,Shelter,North,396100.37,0,9,3564903.37,CORPORATE
NGO50143,20 Dec 2024,Donor_163,Water Project,,60322.93,0,4,241291.72,Individual
NGO50472,08 Oct 2024,Donor_015,Water Project,West,"$48,039.57",104.8,2,95869.54,Corporate
NGO50074,11-08-2023,Donor_179, Health Outreach,Central,"$104,998.79",0,7.0,734991.53, International Aid
NGO50543,23-06-2024,Donor_021,Shelter,East,299606.47,5208.52,5,1471989.78,
NGO50422,07/25/2022,,Food Aid,Central,5864.84,136.75,10,57280.92,International Aid
NGO50044,01/23/2024,Donor_168,Education Support,East,"$58,786.41",0,4,235145.63,Individual
NGO50147,29 Nov 2024,Donor_069,  Education Support  ,International,76233.5,1181.51,7,525363.9,government
NGO50587,19-04-2024,Donor_121,Skills Training,None,30141.09,0,10,301410.87,Corporate
NGO50446,"December 23, 2024",Donor_061, Water Project,Central, 48649.759941885975 ,0,5,243248.8,Government
NGO50599,2024-07-25,Donor_063,Water Project,South,18165.15,0,8,145321.19,Corporate
NGO50237,01-06-2023,Donor_057,Education Support,Central,50636.92,0,6,303821.5,Grant
NGO50510,25 May 2024,Donor_067,Education Support,West,20273.22,0,2,40546.45,International Aid
NGO50328,2022-03-08,Donor_055,Shelter,central,138058.42,0,10,1380584.2,Corporate
NGO50448,07 Mar 2024,Donor_053,Food Aid,West,"$45,908.38",0,8,367267.02,Individual
NGO50104,25 Jan 2022,Donor_144,Skills Training,North,43095.37,0,-7,301667.57,Individual
NGO50040,05-08-2023,Donor_052,Food Aid,International,91295,0,3,273885.39,International Aid
NGO50017,12-09-2022,Donor_046,Education Support,North,15398.32,0,8,123186.54,Individual
NGO50561,04/15/2023,Donor_025,Skills Training,International,44987.5,N/A,2,89975.01,Government
NGO50173,01/18/23,Donor_060,Shelter,North,164200.45,7294.58,2.0,313811.74,Individual
NGO50115,02 Apr 2022,Donor_127,Emergency Relief,International,293361.44,0,9,2640252.94,Government
NGO50235,08/15/2024,Donor_092,education support,SOUTH,61666.65,535.08,5,305657.84,Grant
NGO50021,"April 05, 2024",Donor_199,Emergency Relief,International,957622.92,28835.27,2,1857575.3,Corporate
NGO50022,2024-12-26,Donor_170,Education Support,East,N/A,154.0,-4,140383.18,International Aid
NGO50350,03-10-2022,Donor_106,Education Support,South,"$32,877.40",0,5,164387.01,Individual
NGO50467,2024/03/27,Donor_122,Food Aid,North,11653.34,0,9,104880.07,Individual
NGO50070,04/10/23,Donor_106,Food Aid,Central,unknown,1019.05,2,115888.13,Individual
NGO50178,23 Apr 2024,Donor_188,Skills Training,West,35444.82,185.91,6,211553.49,International Aid
NGO50283,21 May 2024,Donor_121,Emergency Relief,West,160415.13,0,1,160415.13,Government
NGO50196,2024-03-15,Donor_131,Shelter,Central,363281.97,,1,353424.78,Government
NGO50276,2023-02-24,Donor_030,Emergency Relief,International,654185.75,$0.00,1,654185.75,International Aid
NGO50520,03/04/22,Donor_165,Skills Training,North,48508.79,0,10,485087.87,Grant
NGO50537,2024-04-06,Donor_025,Shelter,International,49452.8,1690.03,10,"$477,627.68",Government
NGO50026,2022/01/07,Donor_066,Emergency Relief,,-,0,7,3016412.35,Grant
NGO50053,06/20/24,Donor_010,Health Outreach,South,88009.64,0,1,88009.64,Individual
NGO50083,12/21/23,Donor_095,Skills Training,,"$38,839.37",1777.68,9,333555.24,Government
NGO50257,16 Mar 2023,Donor_063,Emergency Relief,South,304645.54,14392.05,2,580506.98,Individual
NGO50583,21 Mar 2022,Donor_036,Health Outreach,  International  ,88116.88,0,8,704935.03,Corporate
NGO50114,07-08-2022,Donor_062,Shelter,South,329845.1,15160.94,7,2202789.16,  Corporate  
NGO50613,17 Dec 2022,Donor_199,Health Outreach,North,55226.25,0,,220904.99,Corporate
NGO50300,"November 29, 2023",  Donor_147  ,Shelter,East,288255.95,7777.44,2,560957.02,Grant
NGO50073,12-03-2024,Donor_083,Health Outreach,north,137213,573.98,8,1093108.35,Unknown
NGO50171,14-04-2024,Donor_001,Water Project,East,133010.9, 0 ,2,266021.79,Corporate
NGO50299,03/31/22,Donor_144,Education Support,Central,35838.36,0,7,250868.53, Corporate
NGO50207,10/23/2023,  Donor_102  ,Emergency Relief,East,739906.02,0,1,739906.02,Government
NGO50617,2024-02-06,Donor_029,Water Project,International,9689.03,0,4,38756.13,Grant
NGO50080,2023/11/29,Donor_134,,,218636.96,-,2,437273.92,Corporate
NGO50081,06/24/2024,Donor_026,Skills Training,Central,33968.69,0,7,237780.8,International Aid
NGO50575,05-02-2024,Donor_012,Education Support,East,58829.81,1253.45,8,"$460,610.85",Government
NGO50648,04/21/2024,Donor_090,Food Aid,North,96520.32,0,4,386081.26,Individual
NGO50451,06/26/2022,Donor_014,Skills Training,South,N/A,0,10,334389.39,Individual
NGO50303,01-09-2024,Donor_044,  Shelter  ,  North  ,486843.64,,1,462739.55,Government
NGO50162,2022/03/07,Donor_200,Health Outreach,Central,N/A,0,7,528724.64,International Aid
NGO50094,03/10/2022,Donor_094,Water Project,East,35529.29,0,10,-355292.87685180287,Individual
NGO50333,"May 26, 2024",Donor_041,Shelter,International,169736.7,0,7,1188156.88,Government
NGO50391,10/08/22,Donor_173,Food Aid,  -  ,"$22,748.05",0,4,90992.2,Government
NGO50614,10/03/24,Donor_188,Education Support,International,18225.29,0,3,54675.86,
NGO50160,11/01/24,Donor_116,Water Project,East,114878.62,N/A,7,"$804,150.34",Individual
NGO50365,2022/11/01,Donor_125,Education Support,,37652.88,1837.34,4,-143262.18857711193,Individual
NGO50255,11/08/23,Donor_163,Water Project,North,"$119,156.47",0,N/A,119156.47,Government
NGO50559,"April 12, 2023",Donor_074,Food Aid,NORTH,28316.87,0,4,113267.5,Grant
NGO50158,02/22/22, Donor_019,Skills Training,West,37459.57,0,2,74919.14,Corporate
NGO50144,10 Nov 2022,Donor_068,Shelter,North,29802.1,0,5,149010.49,Government
NGO50462,2024-02-28,Donor_013,Emergency Relief,North, 832826.453204474 ,0,2,1665652.91,Government
NGO50428,27 May 2023,Donor_024,Water Project,South,55502.85,0,6,333017.1,Government
NGO50121,"April 05, 2024",Donor_135,Shelter,Central,169051.3,0,7.0,"$1,183,359.12",Corporate
NGO50305,24 Jul 2023,  Donor_012  ,Shelter,South,339331.22,0,9,3053981.01,Corporate
NGO50409,2023/01/13,Donor_106,Skills Training,,49527.79,-1603.9694677981408,8,383390.6,Corporate
NGO50406,2022-05-13,Donor_080, Food Aid,Central,98343.72,3429.14,2,189829.16,
NGO50464,2024-06-25,Donor_082,Shelter,Central,24466.87,0,8,195734.94,International Aid
NGO50362,2024-11-25,Donor_072,Skills Training,International,32950.98,0,9,296558.83,Individual
NGO50544,2022/09/30,Donor_175,Emergency Relief,International,,,2,1525541.21,Government
NGO50550,09/10/2023,Donor_175,,West,,0,4,1894642.07,Corporate
NGO50295,2024-01-20,Donor_165,Education Support,West,40131.15,1917.39,2,76427.5,Government
NGO50607,2023-10-21,Donor_098, Shelter,North,368365.68,0,9,3315291,Grant
NGO50373,05/30/2022,Donor_042,Emergency Relief,East,856656.69,8147.57,10,8485091.28,Unknown
NGO50161,07/29/24,,Emergency Relief,West,691391.32,19982.68,9,6042677.73,International Aid
NGO50408,"June 21, 2023",Donor_137,Emergency Relief,West,568118.81,0,4,2272475.24,International Aid
NGO50425,10/07/22,Donor_019,Food Aid,,26616.98,$0.00,10,266169.77,Government
NGO50124,08/28/2022,Donor_192,Education Support,International,21323.29,0,5,106616.43,International Aid
NGO50315,2022/03/22,Donor_102,Emergency Relief,Central,549267.16,0,,3844870.11,International Aid
NGO50484,20 Jul 2022,Donor_127,Food Aid,East,86373.31,3965.94,2,,Individual
NGO50551,16-01-2022,Donor_063,Water Project,South,,,10,1924345.13,Individual
NGO50364,06 Jan 2024,Donor_122,Emergency Relief,East,801558.61,9331.47,-7,5545589.97,Government
NGO50441,"July 11, 2023",Donor_190,Unknown,N/A,99210.54,0,4,396842.16,  Grant  
NGO50349,20 Aug 2022,Donor_146,Education Support,International,78397.54,3177.97,1,75219.57,Government
NGO50530,04/15/2024,Donor_143,Education Support,North,4577.81,0,1, 4577.812237419073 ,International Aid
NGO50380,N/A,Donor_074,Water Project,North, 80303.30932258743 ,0,5,401516.55,Government
NGO50133,15-05-2022,Donor_043,Water Project,International,151695,1617.91,2,300153.97, Individual
NGO50552,2023-12-01,Donor_012,Water Project,International,26256.74,0,10, 262567.44380463916 ,Government
NGO50298,,Donor_080,Food Aid,East,22892.35,0,8,183138.77,Individual
NGO50294,"February 15, 2024",Donor_062,Health Outreach,North,143799.65,7021.97,10,1367776.76,Corporate
NGO50168,08-04-2022,,Education Support,South,39297.36,0,10,392973.61,Individual
NGO50488,2024-13-45,Donor_017,Emergency Relief,Central,300183.81,2823.84,4,1189439.9,Corporate
NGO50608,25 Apr 2022,Donor_176,  Education Support  ,West,19790.11,423.95,2,38732.31,Corporate
NGO50538,05/07/23,Donor_179,Shelter,NORTH,126375.2,0,4,"$505,500.79",
NGO50638,2022/12/03,Donor_099,water project,  West  ,190387.91,0,8,1523103.31,Government
NGO50027,"December 13, 2024",Donor_092,Health Outreach,East,139276.79,0,5,696383.94,
NGO50219,2024/12/03,Donor_109,Water Project,North,150260.14,0,1,150260.14,Corporate
NGO50298,,Donor_080,Food Aid,East,22892.35,0,8,183138.77,Individual
NGO50388,25 Oct 2022,Donor_092,Health Outreach,International,114625.44,$0.00,9,1031629.0,International Aid
NGO50498,2022-05-05,Donor_120,Water Project,  ,32427.77,0,2,64855.54, International Aid
NGO50304,01/09/2024,Donor_050,Water Project,Central,23255.78,0,1,23255.78,Corporate
NGO50424,07-09-2023,Donor_034,Education Support,North,76327.78,$0.00,10,763277.76,Individual
NGO50390,26 May 2024,Donor_161,Water Project,South,42267.27,1241.19,4,164104.32,Government
NGO50209,2022/05/03,Donor_030,Unknown,East,13244.6,421.1,6,76941.02,Grant
NGO50372,"August 02, 2023",Donor_044,Skills Training,East,44220.55,0,7,309543.82,Corporate
NGO50346,2024/02/06,DONOR_131,Health Outreach,East,29153,0,5,145764.24,international aid
NGO50540,08/19/23,Donor_150,Emergency Relief,West,35421.81,-1289.6242472857432,7,238925.29,Government
NGO50077,10-06-2022,Donor_059,Food Aid,,14557.47,$0.00,7,101902.29,Individual
NGO50585,02 Nov 2022,Donor_107,Skills Training,international,29906.57,1118.22,10,"$287,883.48",
NGO50418,"January 12, 2023",Donor_103,Food Aid,Central,22396.33,0,4,"$89,585.30",Individual
NGO50331,14 Feb 2023,,Shelter,West,162474.84,8082.83,9,1389528.05,Corporate
NGO50119,2022/03/03,Donor_125,Health Outreach,International,22254.02,0,10,222540.23,Individual
NGO50387,2024-08-20,Donor_028,Food Aid,Central, 12375.259462087508 ,482.01,8,95146.04,International Aid
NGO50574,2024-13-45,Donor_116,Skills Training,South,21016.11,0,5,105080.53,Government
NGO50357,"March 05, 2023",Donor_118,Water Project,East,,0,10,726375.25,International Aid
NGO50182,"June 17, 2024",Donor_017,Water Project,North,69803.76,2286.28,9,607657.39,Government
NGO50636,10/24/23,Donor_185,Food Aid,Central,52679.29,463.7,10,522155.92,International Aid
NGO50197,20 Feb 2023,Donor_044, Water Project,West,88674.31,0,7,620720.15,Individual
NGO50359,2024-11-10,Donor_023,Shelter,North,82405.79,0,2, 164811.5782252959 ,International Aid
NGO50631,09/09/2024,Donor_119,Health Outreach,East,123585.01,0,,741510.08,Grant
NGO50641,31-10-2022,  Donor_016  ,Skills Training,West,40365.47,0,4,N/A,Individual
NGO50293,"September 06, 2023",Donor_142,Water Project,International,"$85,926.98",0,2,171853.96, Corporate
NGO50348,12/06/2022,Donor_068,Food Aid,International,85866.11,$0.00,10,858661.1,Government
NGO50245,28-07-2022,Donor_184,Education Support,None,78846.87,0,5,394234.36,corporate
NGO50184,2022-11-09,Donor_165,Education Support,Central,78520.57,0,-9,706685.12,Grant
NGO50399,10/10/2022,Donor_110,Education Support,International,57275.19,0,1,-57275.18759941866,Corporate
NGO50096,06/02/22,Donor_022,Emergency Relief,East,639237.97,0,4,2556951.89,International Aid
NGO50102,2023-01-13,Donor_030,  Water Project  ,South,127746.37,0,9,1149717.34,corporate
NGO50382,,Donor_102,Food Aid,South,10116.28,0,3,30348.84,International Aid
NGO50268,2022/09/05,Donor_127,Education Support,North,24936.33,393.38,9,220886.52,Grant
NGO50397,23-07-2022,Donor_194,Health Outreach,International,45175.45,148.78,8,360213.31,Grant
NGO50051,11/23/2024,Donor_002,Health Outreach,South,72478.56,1000.09,1,"$71,478.47",International Aid
NGO50596,02/18/2024,Donor_173,None,  West  ,396795.69,0,-5,1983978.46,GOVERNMENT
NGO50200,"June 22, 2023",Donor_023,Shelter,International,355709.54,0,8,"$2,845,676.30",International Aid
NGO50232,11-03-2023,Donor_166,Shelter,Central,449806.84,12239.63,8,,International Aid
NGO50410,07/10/22,Donor_012,Emergency Relief,West,163100.52,5267.41,9,1420497.99,GOVERNMENT
NGO50443,2024/12/14,Donor_017,Health Outreach,East,27430.61,0,5,137153.06,Corporate
NGO50453,2024-04-04,Donor_038,Skills Training,West,21063.48,347.96,10,207155.22,Corporate
NGO50112,08/20/2024,Donor_023,Emergency Relief,North,879568.24,"$34,091.76",3,,Grant
NGO50497,2022-10-06,Donor_134,Water Project,Central,101123.77,0,9,910113.97,
NGO50267,09/20/2024,,Shelter,North,99035.43,0,4, 396141.7288686902 ,null
NGO50593,2022-03-15,Donor_187,  Water Project  ,International,130352.75,0,10,1303527.54,Individual
NGO50377,04/24/22,Donor_190,Skills Training,West,34298.63,320.14,1,33978.5,Government
NGO50033,"December 15, 2022",Donor_140,Food Aid,North,6551.14,294.54,3,18769.82,Government
NGO50468,N/A,Donor_075,Emergency Relief,International,780271.35,14486.06,5,3828926.5,International Aid
NGO50133,15-05-2022,Donor_043,Water Project,International,151695,1617.91,2,300153.97, Individual
NGO50469,10-07-2022,Donor_184,Food Aid,South,-71336.83262173337,1277.71,10,700591.18,Grant
NGO50623,19-12-2022,Donor_092,Education Support,Central,,0,1,61813.23,Individual
NGO50511,24-12-2023,Donor_003,Education Support,East,48463.78,,9,436174.04,GOVERNMENT
NGO50204,01/08/22,Donor_052,Education Support,South,32285.15,1062.96,2,62444.38,Individual
NGO50169,2023-09-25,Donor_158,Emergency Relief,South,734489.62,7086.19,1,727403.43,Government
NGO50586,"January 27, 2022",  Donor_106  ,Skills Training,Central,11414.88,252.58,3,33486.9,Corporate
NGO50095,08/15/2022,Donor_154,Skills Training,International,48886.09,0,3,146658.26,Corporate
NGO50403,2023-03-23,DONOR_153,Skills Training,  International  ,17051.4,0,3,51154.21,Grant
NGO50151,05/29/2023,Donor_050,,International,"$54,333.90",0,8, 434671.2086112434 ,Corporate
NGO50285,11/15/2024,Donor_021,Education Support,  West  ,70247.94,3500.99,2,133493.89,Government
NGO50457,04/16/2024,  Donor_081  , Emergency Relief,East,41103.83,0,5,205519.15,Individual
NGO50335,09/20/2024,Donor_173,Water Project,North,185537.97,8023.47,9,1597630.5,Individual
NGO50165,"August 13, 2023",Donor_143,Water Project,East,131492.12,3117.57,,-1155370.9994814794,International Aid
NGO50278,2024-03-19,Donor_086,Health Outreach,West,,0,7,672763.94,Grant
NGO50353,TBD,Donor_134,Water Project,  East  ,29254.44,0,10,292544.37,Corporate
NGO50155,2024/06/16,Donor_184,Skills Training,Central,15867.24,155.18,9,"$141,408.55",Grant
NGO50098,04/21/2022,Donor_099,Health Outreach,North,63831.34,852.31,7,,Corporate
NGO50344,01-07-2024,donor_200,Health Outreach,International,64226.73,0,6,385360.39,Individual
NGO50190,2022-01-01,Donor_175,Emergency Relief,South,381464.17,4326.42,7.0,2639964.21,
NGO50108,"April 10, 2024",Donor_162,Skills Training,Central,46369.63,2250.31,5,220596.62,Government
NGO50273,08/27/22,,Food Aid,East,54563.51,0,-9,491071.59,INTERNATIONAL AID
NGO50356,2023-04-12,Donor_182,,Unknown,368774.81,12696.43,9,3204705.49,Corporate
NGO50185,2023/05/15,Donor_156,Skills Training,East,31189.23,632.12,8,244456.87,International Aid
NGO50386,06/15/2023,Donor_111,Food Aid,North,48535.72,2034.85,10,465008.74, Individual
NGO50006,08/30/2024,Donor_196,Food Aid,North,6353.9,0,4,25415.58,Government
NGO50004,2024/04/09,Donor_039,Education Support,South,18595.42,0,2,37190.84,International Aid
NGO50581,2022/08/03,Donor_181,Emergency Relief,International,534446.68,5677.0,3,1586309.04,Corporate
NGO50494,14-04-2022,Donor_035,Shelter,South,376998.59,14925.88,,1086218.12,Grant
NGO50181,17 Oct 2023,donor_016,Health Outreach,International,62293.81,0,9, 560644.254703878 ,Individual
NGO50036,10-08-2023,,  Skills Training  ,West, 29697.488495001293 ,0,6,178184.93,Corporate
NGO50516,19-10-2024,Donor_165,Health Outreach,Central,96625.41,0,9,869628.71,Government
NGO50535,11 Sep 2022,Donor_002,Shelter,North,149426.71,6923.43,7,997522.97,International Aid
NGO50091,2023/03/22,Donor_199,Emergency Relief,North,731504.45,0,2,1463008.89,
NGO50522,18 Nov 2022,Donor_099,Shelter,North,176438,0,8,1411503.89,International Aid
NGO50210,2024-07-04,Donor_199,,East,68386.38,0,4,273545.54,Individual
NGO50601,04/18/2022,Donor_041,Skills Training,International,"$27,452.71",813.9,3,79916.44,Grant
NGO50058,04/14/24,Donor_022,Food Aid,NORTH,37458.34,N/A,5,179538.65,Individual
NGO50306,08/28/2024,Donor_152,Skills Training,East,24831.24,-147.34558468519094,4,98735.56,Government
NGO50079,26-06-2024,Donor_029,Skills Training,West,12983.56,335.39,5,63240.82,International Aid
NGO50223,"November 03, 2024",DONOR_052,Shelter,East,13261.58,0,10,132615.76,Grant
NGO50649,10-02-2022,Donor_149,Emergency Relief,North,300195.71,4715.64,4,1181920.29,  Government  
NGO50009,04-08-2024,Donor_095,Skills Training,North,14334.63,N/A,10,143346.29,Corporate
NGO50367,07/08/2022,Donor_015,Water Project,East,182113.49,0,2,364226.99,Government
NGO50507,"December 13, 2022",Donor_185,,International,173967.06,8605.13,8.0,1322895.45,Grant
NGO50068,2023/09/10,Donor_037,Shelter,International,384559.78,0,1,384559.78,Grant
NGO50442,2023-07-19,Donor_129,Shelter,,428440.14,0,5,2142200.68,Individual
NGO50019,2023/01/25,Donor_185,Education Support,East,33805.27,0,6,202831.61,International Aid
NGO50612,,Donor_192,Skills Training,,36625.66,1724.93,6,209404.36,Grant
NGO50411,13 Jun 2023,Donor_163,Food Aid,North,11119.92,0,1,11119.92,  -  
NGO50249,2022/03/12,Donor_041,Education Support,Central,73756.35, 1610.528151242672 ,1,72145.83,Government
NGO50514,04-10-2024, Donor_048,Water Project,East,48232.64,0,4,192930.57,Government
NGO50318,2022/01/27,Donor_102,Skills Training,South,33359.91,0,4,133439.62,Individual
NGO50450,"February 27, 2023",Donor_173,Emergency Relief,South,unknown,0,4,3229572.91,Government
NGO50363,08/16/24,donor_162,Skills Training,north,47316.57,N/A,10,,International Aid
NGO50385,2022-10-15, Donor_091,Health Outreach,West,148460.77,0,8,1187686.18,corporate
NGO50521,12 Sep 2022,Donor_049,Emergency Relief,,805919.71,0,8,6447357.69,Corporate
NGO50595,07/13/2022,Donor_082,Food Aid,International,88175.43,0,7,617228.04,Individual
NGO50343,21-01-2023,Donor_069,Emergency Relief,International,251735,909.31,5,1254130.06,International Aid
NGO50134,2023/05/07,Donor_055,Education Support,North,TBD,0,3,80705.29,International Aid
NGO50218,08 Sep 2024,Donor_066,TBD,South,N/A,529.25,9,327661.49,International Aid
NGO50436,09/29/23,Donor_093,Shelter,,488147.97,0,10,4881479.7,Corporate
NGO50272,03/09/2022,Donor_006,Skills Training,International,20107.16,0,3,"$60,321.49",International Aid
NGO50041,"April 06, 2023",Donor_189,,International,346734.89,,9,3120614.01,International Aid
NGO50002,09 May 2024,Donor_014,Education Support,South,28778.3,0,5,143891.5,Government
NGO50135,03-08-2024,Donor_112,Emergency Relief,International,965012.87,,4,3860051.46,N/A
NGO50560,"August 27, 2023",Donor_066,Food Aid,  International  ,82029.03,0,8,656232.27,Individual
NGO50216,06/26/23,Donor_097,Skills Training,West,19495.97,-581.500352626822,8,151315.75,Government
NGO50515,2023-03-07,donor_065,,East,389793.06,0,5,1948965.32,  Individual  
NGO50261,12 Nov 2024,Donor_002,Shelter,Central,353712.42,0,10,"$3,537,124.22",Individual
NGO50572,2024/08/17,Donor_066,Skills Training,International,11838.41,0,7,82868.87,Individual
NGO50600,invalid,Donor_050,Food Aid,North,68062.64,0,4,272250.56,  Grant  
NGO50195,03-04-2022,Donor_055,Food Aid,North,94975.11,0,7,664826,Grant
NGO50126,2024/05/17,Donor_101,Emergency Relief,Central,570245.79,0,3,1710737.36,Individual
NGO50483,07/21/24,Donor_198,Shelter,,152846.43,0,TBD,1069925.04,Corporate
NGO50517,2023/10/25,Donor_010,Education Support, South,"$37,665.73",0,7,263660.14,Individual
NGO50576,08/03/24,donor_056,Health Outreach,West,139936.02,0,9,1259424.16,International Aid
NGO50499,"May 04, 2024",donor_002,,South,20745.32,501.52,1,20243.79,Government
NGO50416,15-12-2024,donor_090,Shelter,Unknown,369526.3,0,5,1847632,Individual
NGO50159,11-02-2022,donor_174,Food Aid,East,26027.62,0,8.0,208220.96,Corporate
NGO50452,2022/09/27,Donor_169,Food Aid,,65365.79,"$2,865.16",4,250002.53,  Government  
NGO50369,26 Jan 2022,Donor_117,Emergency Relief,South,817446.56,0,-2,1634893.12,Grant
NGO50412,11/08/23,Donor_036,Food Aid,International,84715.47,0,6,508292.82,Individual
NGO50420,"May 20, 2023",N/A,Food Aid,South,85782.84,0,3,257348.52,Corporate
NGO50620,25-04-2024,Donor_108,Skills Training,Central,42577.85,0,10,425778.52,International Aid
NGO50156,12/12/2024,Donor_190,Emergency Relief,West,753253.13,0,2,1506506.26,Grant
NGO50455,2024-04-25,Donor_120,Education Support,North,79472.46,0,1,-79472.46419042742,Grant
NGO50516,19-10-2024,Donor_165,Health Outreach,Central,96625.41,0,9,869628.71,Government
NGO50557,21-12-2022,Donor_061,Skills Training,North,21307.97,0,9,191771.74,Individual
NGO50067,15 Feb 2024,Donor_109,Shelter,West,239112.85,0,6,1434677.1,Individual
NGO50645,2023-08-14,Donor_041,TBD,South,113653.28, 0 ,3,340959.84,International Aid
NGO50580,05/23/2023,Donor_099,Water Project,East,115893.32,0,10,1158933.16,Government
NGO50136,29-02-2024,Donor_150,  Emergency Relief  ,South,350756.46,17371.06,1,333385.41,Grant
NGO50342,2024/06/08,Donor_156,Food Aid,West,,560.03,1,,Grant
NGO50039,2022/07/10,Donor_113,Food Aid,East,93305.92,0,6,559835.54,Individual
NGO50477,27-01-2023,Donor_161,Shelter,International,-113365.82441804845,3915.55,-6,656701.64,International Aid
NGO50140,03/13/2023,  ,Education Support,International,75621.57,2121.92,1,73499.64,Individual
NGO50509,21 Dec 2022,Donor_052,Food Aid,South,86308.66,$0.00,2,172617.32,Government
NGO50334,2023/08/19,Donor_081,Food Aid,East,62222.92,2365.99,N/A,538712.35,Government
NGO50325,03/16/23,Donor_084,Emergency Relief,  West  ,794171.52,0,3,2382514.57,
NGO50470,07 Apr 2022,Donor_083,Food Aid,Central,87974.82,0,1,87974.82,Corporate
NGO50217,2024/06/04,Donor_069,Education Support,North,19964.87,0,8,159718.95,Grant
NGO50383,2023-03-11,Donor_122,Food Aid,North,57173.62,0,2, 114347.23882457458 ,Government
NGO50246,28 Jan 2023,Donor_090,Food Aid,West,69384.18,0,6,416305.07,International Aid
NGO50188,TBD,Donor_114,Education Support,International,68320.31,0,6,409921.88,
NGO50170,12/21/2024, Donor_169,Health Outreach,East,28763.58,0,unknown,28763.58,Individual
NGO50566,07/23/24,N/A,Shelter,International,337255.98,2379.41,3,1004629.7,Grant
NGO50215,2023/11/08,Donor_026,Water Project,Central,147423.74,0,3.0,"$442,271.21",Grant
NGO50152,20 Aug 2024,Donor_035,Emergency Relief,East,974599.03,0,2,1949198.06,Corporate
NGO50159,11-02-2022,donor_174,Food Aid,East,26027.62,0,8.0,208220.96,Corporate
